,id,gender,masterCategory,subCategory,articleType,productDisplayName,price,sellers,sold,filename,link
5318,33456,Women,Accessories,Bags,Handbags,Baggit Women Billuz Roy Green Handbag,709,Bed Random,713,33456.jpg,http://assets.myntassets.com/v1/images/style/properties/43a6a9c2bb1ef378cd12817e0a548011_images.jpg
5319,39950,Men,Footwear,Flip Flops,Flip Flops,Gas Men Green Freak Flip Flops,699,Clear Prints,101,39950.jpg,http://assets.myntassets.com/v1/images/style/properties/73c6880fd3542d1702d2744f8c954b26_images.jpg
5320,40998,Girls,Apparel,Bottomwear,Jeans,Palm Tree Girls Woven Black Jeans,1081,XYZ,1034,40998.jpg,http://assets.myntassets.com/v1/images/style/properties/898c900b5b4e8d59fc01f627b2ff53a3_images.jpg
5321,15194,Men,Apparel,Topwear,Tshirts,Arrow Sport Men Printed Black Tshirt,1419,Sanguine Skincare,181,15194.jpg,http://assets.myntassets.com/v1/images/style/properties/1b7fa6edbbcae9164592d48b249bcd44_images.jpg
5322,22524,Unisex,Footwear,Sandal,Sandals,Crocs Unisex Grey Sandals,703,Blue Smoke,207,22524.jpg,http://assets.myntassets.com/v1/images/style/properties/51046a1be1fdbafd655a0f2dae93c50a_images.jpg
5323,2634,Men,Footwear,Sandal,Sandals,Carlton London Men Beige Strapped Sandal,449,XYZ,247,2634.jpg,http://assets.myntassets.com/v1/images/style/properties/2c2d74b9245599a6a9aca9b776d7fe43_images.jpg
5324,19759,Unisex,Accessories,Watches,Watches,Ice Unisex Sili Pink Watch,1417,Unique Trends,1196,19759.jpg,http://assets.myntassets.com/v1/images/style/properties/dc7291612bec45f5d6488eea2c5723a3_images.jpg
5325,31133,Men,Apparel,Topwear,Shirts,John Miller Men Striped Black Shirt,466,Bed Random,1402,31133.jpg,http://assets.myntassets.com/v1/images/style/properties/424b00f15c8d0cf84fd8a5fa1ee5b58a_images.jpg
5326,35755,Men,Footwear,Shoes,Sports Shoes,Force 10 Men Black & Grey Sports Shoes,1090,Guard Random,872,35755.jpg,http://assets.myntassets.com/v1/images/style/properties/96161ab9e6df75286c644425cd45d169_images.jpg
5327,3520,Men,Apparel,Topwear,Tshirts,Myntra Men's Reaching The Moon Black T-shirt,977,Clear Prints,731,3520.jpg,http://assets.myntassets.com/v1/images/style/properties/3f2a06dcd3707b649a9ea387c5eb815f_images.jpg
5328,56035,Women,Personal Care,Lips,Lipstick,Colorbar Soft Touch Ruby Woo Lipstick 012,743,Blue Smoke,963,56035.jpg,http://assets.myntassets.com/assets/images/56035/2019/1/11/f36cbaac-3478-45a4-9211-f708d03ce19f1547190952939-Colorbar-Soft-Touch-Ruby-Woo-Lipstick-012-6951547190952355-1.jpg
5329,32570,Women,Apparel,Topwear,Tops,ONLY Women Pink Top,1113,Friend Random,771,32570.jpg,http://assets.myntassets.com/v1/images/style/properties/ONLY-Women-Pink-Top_0f181af5359cf6dd16882526bab32236_images.jpg
5330,39198,Women,Footwear,Shoes,Heels,Catwalk Women Brown Flats,1249,Clear Prints,701,39198.jpg,http://assets.myntassets.com/v1/images/style/properties/3baa9241d26d59ac99205dca24c84f93_images.jpg
5331,24415,Men,Footwear,Flip Flops,Flip Flops,ADIDAS Men Zeitfrei Slide Black Flip Flops,661,Ten Fold Security,683,24415.jpg,http://assets.myntassets.com/v1/images/style/properties/ed07a6d64b77cb479e1ac0d557a76bff_images.jpg
5332,37002,Women,Accessories,Bags,Handbags,Lino Perros Women Blue Sling Bag,1336,Spicy Dinner,72,37002.jpg,http://assets.myntassets.com/v1/images/style/properties/625ca89aa7a1968a9c37384f60ac8891_images.jpg
5333,21355,Women,Accessories,Eyewear,Sunglasses,Van Heusen Women Casual Silver Frame Sunglasses,862,Friend Random,764,21355.jpg,http://assets.myntassets.com/v1/images/style/properties/Van-Heusen-Women-Casual-Silver-Frame-Sunglassesc3950acfcbdfb99779cd459726b2b98c_images.jpg
5334,53775,Men,Apparel,Topwear,Tshirts,Puma Men Soft Red T-shirt,981,XYZ,1405,53775.jpg,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Soft-Red-Polo-T-shirt_dfd045717056bf3ac29ac6f657b76191_images.jpg
5335,48933,Women,Accessories,Jewellery,Ring,Lucera Women Silver Ring,1224,Ten Fold Security,341,48933.jpg,http://assets.myntassets.com/v1/images/style/properties/Lucera-Women-Silver-Ring_03925ea0ee6eb2cb7c251cf9271d3869_images.jpg
5336,17637,Unisex,Accessories,Scarves,Scarves,Puma Unisex Graphic Black Scarf,1490,Guard Random,1052,17637.jpg,http://assets.myntassets.com/v1/images/style/properties/Puma-Unisex-Graphic-Black-Scarfe5bdb2e5baa75c9015cab06f732708a3_images.jpg
5337,30829,Women,Apparel,Bottomwear,Churidar,Fabindia Women Blue Mangalgiri Churidar,342,Friend Random,830,30829.jpg,http://assets.myntassets.com/v1/images/style/properties/76d395a28d63e284df066de4badc4e24_images.jpg
5338,13297,Men,Apparel,Topwear,Tshirts,Gini and Jony Kids Boys Printed White Tshirts,1277,Bed Random,920,13297.jpg,http://assets.myntassets.com/v1/images/style/properties/0e30cbb93fb8128966c71d197b1c0e34_images.jpg
5339,3712,Men,Apparel,Topwear,Tshirts,Lee Men's Navy Blue Polo T-shirt,505,Friend Random,1087,3712.jpg,http://assets.myntassets.com/v1/images/style/properties/5be98f03a4955c829373c9cd53b4d4b6_images.jpg
5340,37654,Men,Accessories,Socks,Socks,Playboy Men Beige Socks,1422,Bed Random,1409,37654.jpg,http://assets.myntassets.com/v1/images/style/properties/7fa7d894d6d67ac4989b5f1a372bf4cc_images.jpg
5341,4153,Men,Footwear,Shoes,Sports Shoes,Nike Men's Sweet Classic Black White Shoe,463,Sanguine Skincare,511,4153.jpg,http://assets.myntassets.com/v1/images/style/properties/6ea912764761ddfb225e472680bf404f_images.jpg
5342,51446,Women,Apparel,Topwear,Tops,Tonga Women Cream-Coloured Top,917,Spicy Dinner,783,51446.jpg,http://assets.myntassets.com/v1/images/style/properties/186b5f4f782cb3b9929f1f918836193a_images.jpg
5343,6604,Women,Apparel,Topwear,Tshirts,Spykar Women's Day Beach  Blue Melange T-shirt,775,Blue Smoke,892,6604.jpg,http://assets.myntassets.com/v1/images/style/properties/b301336ddcd95de01155248a97af0ff6_images.jpg
5344,3376,Women,Footwear,Shoes,Sports Shoes,Asics Women Gel Technology Active Black White Pink Shoe,632,Unique Trends,773,3376.jpg,http://assets.myntassets.com/v1/images/style/properties/9bc4b07d30bd6146ef37d651b3fdad0b_images.jpg
5345,22386,Men,Apparel,Topwear,Shirts,Mark Taylor Men White & Navy Striped Shirt,1373,Spicy Dinner,737,22386.jpg,http://assets.myntassets.com/v1/images/style/properties/f91ac3d1794df0b6de6d9d402e3e4c11_images.jpg
5346,18815,Unisex,Accessories,Wallets,Wallets,Peter England Unisex Casual Olive Wallet,309,Strat Security,770,18815.jpg,http://assets.myntassets.com/v1/images/style/properties/2e103c63dfb2dd252639305e9c74a964_images.jpg
5347,42263,Men,Apparel,Bottomwear,Jeans,John Players Men Blue Jeans,1034,Transit Random,988,42263.jpg,http://assets.myntassets.com/v1/images/style/properties/John-Players-Men-Blue-Jeans_01a61aa5a2755f39412ad284ae510cdd_images.jpg
5348,48759,Women,Accessories,Jewellery,Jewellery Set,Miki Pearl Women Ivory Jewellery Set,1131,Blue Smoke,1460,48759.jpg,http://assets.myntassets.com/v1/images/style/properties/b70eef80c9fec302c6c6a61df25e7a33_images.jpg
5349,2096,Men,Apparel,Topwear,Shirts,Lee Men Olive Green Shirt,1215,XYZ,1067,2096.jpg,http://assets.myntassets.com/v1/images/style/properties/3661382f9c007b7e99f46944f56997d9_images.jpg
5350,24071,Women,Footwear,Shoes,Heels,Catwalk Women Grey Heels,481,GenosisX,717,24071.jpg,http://assets.myntassets.com/v1/images/style/properties/10e458e4074829bcd119661cfb1ff34f_images.jpg
5351,4361,Men,Apparel,Topwear,Tshirts,Free Authority Men's Melting Times Blue T-shirt,586,Transit Random,648,4361.jpg,http://assets.myntassets.com/v1/images/style/properties/bf92d0c1bdb0e5c595e92bdfb53acec9_images.jpg
5352,15736,Men,Footwear,Shoes,Casual Shoes,Nike Men Sweet Classic high White Casual Shoes,1054,Sanguine Skincare,871,15736.jpg,http://assets.myntassets.com/v1/images/style/properties/1abefc4e6f0f5edd9f35b0574e4671f4_images.jpg
5353,50907,Women,Apparel,Saree,Sarees,Prafful Blue and Maroon Crepe Printed Sari,474,Bed Random,953,50907.jpg,http://assets.myntassets.com/v1/images/style/properties/8789fef58cc1b9a0264ed8870bad4a3e_images.jpg
5354,15997,Men,Apparel,Topwear,Shirts,Turtle Check Men White Shirt,1213,Transit Random,669,15997.jpg,http://assets.myntassets.com/v1/images/style/properties/bcbcf2972f540942c6fe0d27dc36366c_images.jpg
5355,14845,Men,Accessories,Wallets,Wallets,United Colors of Benetton Men Solid Brown Wallets,374,Clear Prints,795,14845.jpg,http://assets.myntassets.com/v1/images/style/properties/c81f802149a3602ea855a7b0d337afb9_images.jpg
5356,14079,Men,Apparel,Topwear,Tshirts,Flying Machine Men Solid Navy Blue Polo Tshirts,1018,Sanguine Skincare,574,14079.jpg,http://assets.myntassets.com/v1/images/style/properties/c9de204ce9305f1fa71822fc33672fe1_images.jpg
5357,21990,Women,Accessories,Bags,Handbags,Murcia Women Black Casual Handbag,1031,Guard Random,362,21990.jpg,http://assets.myntassets.com/v1/images/style/properties/4ce849ed67e45fbb9b42ff2559bc68be_images.jpg
5358,8103,Men,Footwear,Shoes,Sports Shoes,ADIDAS Men's Barricade Team Black Silver Red Shoe,633,Transit Random,998,8103.jpg,http://assets.myntassets.com/v1/images/style/properties/f903ebdb9d1826fbe2498e45afe8992b_images.jpg
5359,52806,Men,Accessories,Wallets,Wallets,JAG Men Black Leather Wallet,1079,Friend Random,184,52806.jpg,http://assets.myntassets.com/v1/images/style/properties/84c27b9824406c1d6cc61cbc21a9a50e_images.jpg
5360,25954,Women,Accessories,Scarves,Scarves,Femella Women Black Scarf,742,Bed Random,418,25954.jpg,http://assets.myntassets.com/v1/images/style/properties/3a9ce297399b26a5bb8161a6c31257fd_images.jpg
5361,49640,Women,Apparel,Topwear,Tops,Mineral Women Turquoise Blue Top,1251,Transit Random,639,49640.jpg,http://assets.myntassets.com/v1/images/style/properties/f199781df273de2b4ba640765df9087f_images.jpg
5362,19130,Men,Footwear,Flip Flops,Flip Flops,Lotto Men Racing Grey Slippers,1093,Transit Random,727,19130.jpg,http://assets.myntassets.com/v1/images/style/properties/16c1def491fa36a7ba453732a1f56943_images.jpg
5363,17896,Men,Apparel,Topwear,Tshirts,Nike Mens Football Red Jersey,655,Friend Random,860,17896.jpg,http://assets.myntassets.com/v1/images/style/properties/6e7f6bebacd49d7dddba89a66d228b6f_images.jpg
5364,22943,Unisex,Accessories,Watches,Watches,Fastrack Unisex Blue Dial Watch 9915PP01,1086,Clear Prints,468,22943.jpg,http://assets.myntassets.com/v1/images/style/properties/59c6296c3c30336261cc31a4d6e8fb5b_images.jpg
5365,9687,Men,Apparel,Topwear,Tshirts,ADIDAS Men Ess 3s White T-Shirt,773,Unique Trends,1092,9687.jpg,http://assets.myntassets.com/v1/images/style/properties/2086d305df733c29c467bb498955d0bc_images.jpg
5366,43148,Women,Accessories,Watches,Watches,Fastrack Women Blue Watch,862,Transit Random,810,43148.jpg,http://assets.myntassets.com/v1/images/style/properties/6d5ff306640ead194f010f578c47410a_images.jpg
5367,24288,Men,Apparel,Topwear,Sweatshirts,Quiksilver Men Grey Sweatshirt,301,Bed Random,1294,24288.jpg,http://assets.myntassets.com/v1/images/style/properties/ba72833e45fb4acf4526f1bc7191f69e_images.jpg
5368,5876,Women,Accessories,Bags,Handbags,Puma Women Heritage Black Handbag,1140,Blue Smoke,951,5876.jpg,http://assets.myntassets.com/v1/images/style/properties/598941d9ee2f7d0dde7890ed34406863_images.jpg
5369,4198,Boys,Apparel,Topwear,Tshirts,Disney Kids Boy's Red Royal Sailing Kidswear,324,Ten Fold Security,118,4198.jpg,http://assets.myntassets.com/v1/images/style/properties/1273da53ee32bce00584be7b55fdbfbf_images.jpg
5370,38411,Women,Accessories,Belts,Belts,Baggit Women Black Flora Taj Belt,312,Strat Security,990,38411.jpg,http://assets.myntassets.com/v1/images/style/properties/626d92d7ab20b25694c107f470d8f84f_images.jpg
5371,44997,Men,Accessories,Watches,Watches,Maxima Men Scuba Digital Watch,701,Strat Security,701,44997.jpg,http://assets.myntassets.com/v1/images/style/properties/075dc8a3f3186bce976c7c7c40c03857_images.jpg
5372,15709,Men,Footwear,Shoes,Sports Shoes,Puma Men Whirlwind Classic Green Sports Shoes,517,Unique Trends,1137,15709.jpg,http://assets.myntassets.com/v1/images/style/properties/13288fc68ec1a8f883a3516ac8f559e6_images.jpg
5373,8593,Men,Apparel,Topwear,Tshirts,Scullers Men Black Polo T-Shirts,920,Sanguine Skincare,505,8593.jpg,http://assets.myntassets.com/v1/images/style/properties/8f1dbdc8be58b28296a6c26dabf45afb_images.jpg
5374,18016,Women,Accessories,Belts,Belts,Lino Perros Women Solid Olive Belt,710,Unique Trends,532,18016.jpg,http://assets.myntassets.com/v1/images/style/properties/7c31283e2df047bc969a5f786755e2d3_images.jpg
5375,48766,Women,Accessories,Jewellery,Jewellery Set,Miki Pearl Women Ivory Jewellery Set,1129,Ten Fold Security,1357,48766.jpg,http://assets.myntassets.com/v1/images/style/properties/ff6824e8d6bf717be1c892828b26b901_images.jpg
5376,42852,Women,Accessories,Bags,Handbags,French Connection Women Multi Colour Shopper Bag,918,Bed Random,44,42852.jpg,http://assets.myntassets.com/v1/images/style/properties/86ab291a040d56cd3801caf6201e4c7b_images.jpg
5377,54937,Women,Apparel,Topwear,Tshirts,Do u speak green Women Beige T-shirt,657,Transit Random,1176,54937.jpg,http://assets.myntassets.com/v1/images/style/properties/Do-u-speak-green-Women-Beige-T-shirt_a6e3917e9c4c52bb5c1bebd11f6dda70_images.jpg
5378,23865,Men,Footwear,Shoes,Sports Shoes,ADIDAS Men Black Fluid Trainer M Sports Shoes,504,Spicy Dinner,500,23865.jpg,http://assets.myntassets.com/v1/images/style/properties/9f4a5f4628e221fb84d136f91229b32c_images.jpg
5379,10049,Men,Apparel,Topwear,Tshirts,Puma Men Mns Body Train Black Tshirts,1420,Sanguine Skincare,336,10049.jpg,http://assets.myntassets.com/v1/images/style/properties/a999c915f8b14dbff2b8d1709061c903_images.jpg
5380,4950,Men,Apparel,Bottomwear,Shorts,Gini and Jony Boy's Kimon Blue Infant Bermuda Kidswear,498,Ten Fold Security,744,4950.jpg,http://assets.myntassets.com/v1/images/style/properties/43096970c6428bc8a0c7e8e25716e8bb_images.jpg
5381,44399,Men,Footwear,Shoes,Sports Shoes,Force 10 Men Grey & White Sports Shoes,453,Clear Prints,355,44399.jpg,http://assets.myntassets.com/v1/images/style/properties/5e5bc362ef679fffdd7ea4fa6ece5ec3_images.jpg
5382,47178,Men,Footwear,Sandal,Sandals,Ganuchi Men Black Sandals,1249,XYZ,757,47178.jpg,http://assets.myntassets.com/v1/images/style/properties/784f3c2b08f271d5a30d4fae68ae247d_images.jpg
5383,35558,Girls,Footwear,Sandal,Sandals,Enroute Teens Silver Sandals,1124,Clear Prints,572,35558.jpg,http://assets.myntassets.com/v1/images/style/properties/8cb48bd4f2029279209b1a43e872c6b4_images.jpg
5384,56238,Men,Apparel,Loungewear and Nightwear,Night suits,SDL by Sweet Dreams Men Navy & Grey Lounge Set,832,Guard Random,998,56238.jpg,http://assets.myntassets.com/v1/images/style/properties/SDL-by-Sweet-Dreams-Men-Navy---Grey-Lounge-Set_7b37ec82c47563325adfb1b122d06115_images.jpg
5385,59270,Women,Accessories,Watches,Watches,Titan Women Black Dial Watch NB9855NM01,309,Transit Random,666,59270.jpg,http://assets.myntassets.com/v1/images/style/properties/Titan-Women-Black-Watch_1cf77d1f843360135b84ccf38c90c873_images.jpg
5386,1846,Men,Apparel,Topwear,Tshirts,Inkfruit Men Buddha Bless You T-shirt,740,Unique Trends,1279,1846.jpg,http://assets.myntassets.com/v1/images/style/properties/6536b9192cfd97f3a9e78b71e9d77688_images.jpg
5387,59042,Women,Footwear,Shoes,Heels,Carlton London Women Black Heels,404,Guard Random,1214,59042.jpg,http://assets.myntassets.com/v1/images/style/properties/Carlton-London-Women-Black-Sandals_3d4ad57d9978d6afe7041609f01d3945_images.jpg
5388,40953,Boys,Apparel,Topwear,Tshirts,Gini and Jony Boys Rodeo Yellow T-shirt,594,XYZ,1160,40953.jpg,http://assets.myntassets.com/v1/images/style/properties/5620ea3767116eade12a6a6d8c70a6f7_images.jpg
5389,58190,Women,Accessories,Bags,Handbags,Rocky S Women Red Handbag,1172,XYZ,1347,58190.jpg,http://assets.myntassets.com/v1/images/style/properties/Rocky-S-Women-Red-Handbag_a15cd31b6ce7a203e5a957860a997014_images.jpg
5390,12974,Men,Footwear,Shoes,Sports Shoes,ADIDAS Men Ambition Logo White Sports Shoes,308,Blue Smoke,447,12974.jpg,http://assets.myntassets.com/v1/images/style/properties/abf28f5cc31da148376f019110842764_images.jpg
5391,57125,Women,Apparel,Topwear,Tops,Elle Women Black Top,1413,Sanguine Skincare,769,57125.jpg,http://assets.myntassets.com/v1/images/style/properties/Elle-Women-Black-Top_b468d5bfb5d675e531c4f424e2898a00_images.jpg
5392,25505,Boys,Apparel,Topwear,Tshirts,Doodle Kids Boys Soccer White T-Shirt,923,Spicy Dinner,1355,25505.jpg,http://assets.myntassets.com/v1/images/style/properties/bad8f5591725f3dcce3b8c464f2f514f_images.jpg
5393,11730,Men,Apparel,Topwear,Tshirts,Lee Men Solid Yellow T-shirt,717,GenosisX,468,11730.jpg,http://assets.myntassets.com/v1/images/style/properties/7a2ac80c4e4b608540b68376d5e48e40_images.jpg
5394,59883,Women,Apparel,Topwear,Tops,Femella Women Brown Tube Top,844,Clear Prints,193,59883.jpg,http://assets.myntassets.com/v1/images/style/properties/Femella-Women-Brown-Tube-Top_bb22f9a8613fdebfb9d8f8c8718e653a_images.jpg
5395,5615,Men,Footwear,Sandal,Sandals,ADIDAS Men Henrio Grey Red Floater,645,GenosisX,973,5615.jpg,http://assets.myntassets.com/v1/images/style/properties/c6ba7f9722cabb873634b6da2ab56c2f_images.jpg
5396,39966,Men,Footwear,Shoes,Casual Shoes,Gas Men Red & Brown Clapton Shoes,1364,Strat Security,409,39966.jpg,http://assets.myntassets.com/v1/images/style/properties/Gas-Men-Red---Khaki-Clapton-Shoes_d5f0e36ada9403e337c8ed1855a43f88_images.jpg
5397,6090,Women,Apparel,Topwear,Tshirts,UCB Women's Racerback Print White T-shirt,677,XYZ,723,6090.jpg,http://assets.myntassets.com/v1/images/style/properties/bf2899dfd3014cc91f90a48c2ae3b8ac_images.jpg
5398,47185,Men,Footwear,Shoes,Casual Shoes,Ganuchi Men Black Shoes,668,GenosisX,740,47185.jpg,http://assets.myntassets.com/v1/images/style/properties/905ddf96066713ee662e6a1809dae146_images.jpg
5399,11502,Women,Footwear,Shoes,Heels,Catwalk Women Lifestyle Silver Flats,772,Spicy Dinner,383,11502.jpg,http://assets.myntassets.com/v1/images/style/properties/36f9d8ec7cf6bf1381e5c727c992829f_images.jpg
5400,5427,Boys,Apparel,Topwear,Tshirts,Ant Kids Boy's Red Cartoon Pop Kidswear,345,GenosisX,153,5427.jpg,http://assets.myntassets.com/v1/images/style/properties/79c99ff37a06c08ad12c1c9ffc7edc88_images.jpg
5401,20245,Women,Apparel,Topwear,Tshirts,Wrangler Women Printed Black T-shirt,442,Unique Trends,843,20245.jpg,http://assets.myntassets.com/v1/images/style/properties/4884b4487d5558deef359b8636474376_images.jpg
5402,22176,Women,Footwear,Sandal,Sports Sandals,Timberland Women Grey Sandals,1201,Clear Prints,594,22176.jpg,http://assets.myntassets.com/v1/images/style/properties/ea9aebda89964dfcc57758a8b3958093_images.jpg
5403,27404,Women,Apparel,Innerwear,Bra,Jockey Essence Jane White T-shirt Bra 1243,538,Spicy Dinner,1158,27404.jpg,http://assets.myntassets.com/v1/images/style/properties/bf913eb0b998f53dbdf5d05fc6564da6_images.jpg
5404,55024,Women,Personal Care,Lips,Lipstick,Lakme Absolute Matte Peach Carnation Lipstick 207,1125,Guard Random,356,55024.jpg,http://assets.myntassets.com/v1/images/style/properties/Lakme-Absolute-Matte-Peach-Carnation-Lipstick-207_e2ca63bc5cfed88f0b1fc6719ff25719_images.jpg
5405,42093,Men,Footwear,Flip Flops,Flip Flops,ADIDAS Men Black Adi Surge Flip Flops,1241,Sanguine Skincare,671,42093.jpg,http://assets.myntassets.com/v1/images/style/properties/19f9276cca35c5790aef98750529d20e_images.jpg
5406,11354,Men,Apparel,Bottomwear,Jeans,Lee Men Mickey Blue Powell Fit Jeans,1297,GenosisX,78,11354.jpg,http://assets.myntassets.com/v1/images/style/properties/bf8963c8ff7109c2b5f9d3443021207a_images.jpg
5407,14626,Women,Apparel,Topwear,Sweatshirts,United Colors of Benetton Women Solid Red Sweat Shirts,662,GenosisX,488,14626.jpg,http://assets.myntassets.com/v1/images/style/properties/28d62dbd789f6c6fba940bd632556fec_images.jpg
5408,5271,Unisex,Accessories,Bags,Backpacks,Wildcraft Unisex Green Holster Bag,718,Guard Random,1148,5271.jpg,http://assets.myntassets.com/v1/images/style/properties/68fb45af2862fba40f99746fb7a697aa_images.jpg
5409,34221,Men,Apparel,Topwear,Tshirts,Proline Grey Polo T-shirt,800,Clear Prints,1273,34221.jpg,http://assets.myntassets.com/v1/images/style/properties/Proline-Men-Grey-Polo-T-shirt_281650af437ad2adc3957346757a21d9_images.jpg
5410,23296,Men,Footwear,Sandal,Sandals,Lotto Men Zeus Olive Sandals,1187,GenosisX,286,23296.jpg,http://assets.myntassets.com/v1/images/style/properties/1ff6568882300bb8c2c6fff1dbdebcbd_images.jpg
5411,22344,Men,Apparel,Topwear,Tshirts,John Players Men Printed Red T-Shirt,754,GenosisX,459,22344.jpg,http://assets.myntassets.com/v1/images/style/properties/5f0f9a41b9be25004de3b9080a0f6421_images.jpg
5412,46601,Women,Footwear,Shoes,Heels,Catwalk Women Gold Coloured Heels,1302,Clear Prints,123,46601.jpg,http://assets.myntassets.com/v1/images/style/properties/741fb0daaebb25429b2a50c373eaf059_images.jpg
5413,2054,Men,Apparel,Topwear,Tshirts,Lee Men's Stone T-shirt,873,Guard Random,400,2054.jpg,http://assets.myntassets.com/v1/images/style/properties/b09e5f82ee412c645d9e573a9a87de59_images.jpg
5414,47515,Men,Apparel,Innerwear,Briefs,Facit Men Blue Brief,1420,Transit Random,1053,47515.jpg,http://assets.myntassets.com/v1/images/style/properties/384f395bc9cd35f1bca0f87d86ac2cef_images.jpg
5415,6632,Men,Footwear,Shoes,Sports Shoes,ADIDAS Men's Spector White Red Shoe,396,Guard Random,363,6632.jpg,http://assets.myntassets.com/v1/images/style/properties/7bf479fad070c8f0c091400aca85064d_images.jpg
5416,31595,Men,Apparel,Topwear,Tshirts,Mark Taylor Men Printed Black T-shirt,1007,Spicy Dinner,1183,31595.jpg,http://assets.myntassets.com/v1/images/style/properties/035ce37d65751e32433e28d6da427bbf_images.jpg
5417,45242,Women,Accessories,Watches,Watches,CASIO Baby-G Women Analogue & Digital Watch BX007,711,Sanguine Skincare,329,45242.jpg,http://assets.myntassets.com/v1/images/style/properties/CASIO-Women-Watches_85cd6c353e659296d933f093e3fe37ae_images.jpg
5418,15700,Women,Footwear,Shoes,Heels,Catwalk Women Casual Pink Flats,449,Bed Random,1256,15700.jpg,http://assets.myntassets.com/v1/images/style/properties/54a9a6e5746f9b6f75becc594735acbb_images.jpg
5419,37450,Men,Accessories,Belts,Belts,Turtle Men Black Belt,975,Clear Prints,167,37450.jpg,http://assets.myntassets.com/v1/images/style/properties/4eabf1112c9d00602b11b84cff97ed82_images.jpg
5420,23262,Men,Accessories,Watches,Watches,Maxima Ssteele Men Black Watch,1391,Unique Trends,1038,23262.jpg,http://assets.myntassets.com/v1/images/style/properties/da1dd97ac615ffcfa05f247e96f01488_images.jpg
5421,51642,Men,Accessories,Watches,Watches,Fossil Men Black Dial Chronograph Watch FS4719,456,Ten Fold Security,473,51642.jpg,http://assets.myntassets.com/v1/images/style/properties/8fbae433c3c98212fd9780769747a90c_images.jpg
5422,35307,Women,Accessories,Jewellery,Earrings,Fabindia Women Ananya Gold Earrings,318,Sanguine Skincare,1192,35307.jpg,http://assets.myntassets.com/v1/images/style/properties/417a1af477df7cd71819f7ab85b8e69d_images.jpg
5423,42255,Men,Apparel,Bottomwear,Trousers,John Players Men Brown Trousers,1351,GenosisX,1174,42255.jpg,http://assets.myntassets.com/v1/images/style/properties/5e80391b0695b032d566d9c11d19c9ee_images.jpg
5424,26710,Men,Apparel,Topwear,Tshirts,Puma Men Jamaica Fun White T-shirt,877,Spicy Dinner,1119,26710.jpg,http://assets.myntassets.com/v1/images/style/properties/cf6d7c491578d31948d3f35ab4755718_images.jpg
5425,37808,Men,Apparel,Topwear,Shirts,John Players Men Satin Striped Shirt,573,Clear Prints,838,37808.jpg,http://assets.myntassets.com/v1/images/style/properties/049af6e091ef5d6476fe76490c282ae4_images.jpg
5426,24423,Men,Footwear,Shoes,Sports Shoes,ADIDAS Men Boat CC Lace Blue Sports Shoes,872,Clear Prints,408,24423.jpg,http://assets.myntassets.com/v1/images/style/properties/52e342a2c17b8311ef86685b08e6e5a0_images.jpg
5427,45414,Women,Footwear,Shoes,Flats,Rocia Women Black Sandals,1156,Unique Trends,1084,45414.jpg,http://assets.myntassets.com/v1/images/style/properties/c16b0943a80e44753c74bd88111354e3_images.jpg
5428,41888,Men,Apparel,Bottomwear,Jeans,Flying Machine Men Blue Jeans,1101,Transit Random,642,41888.jpg,http://assets.myntassets.com/v1/images/style/properties/e6e8bbd5607bd97170391d5b2e1591e9_images.jpg
5429,39992,Men,Footwear,Shoes,Casual Shoes,Gas Men Romance White Shoes,404,XYZ,296,39992.jpg,http://assets.myntassets.com/v1/images/style/properties/a0ba397de67ccfc7cd2235503284862a_images.jpg
5430,6064,Men,Apparel,Topwear,Tshirts,UCB Men's VNeck Shiny Print Patch Black T-shirt,1298,Spicy Dinner,1056,6064.jpg,http://assets.myntassets.com/v1/images/style/properties/5bd9bf262338dc7f91691b5fd30bb962_images.jpg
5431,9810,Men,Apparel,Topwear,Shirts,John Miller Men Purple Gingham Shirt,1486,Transit Random,1086,9810.jpg,http://assets.myntassets.com/v1/images/style/properties/6ac8cdacbe108f6b29bf6aba5a844c8b_images.jpg
5432,7384,Men,Footwear,Shoes,Casual Shoes,Red Tape Men Brown Casual Shoes,547,Blue Smoke,944,7384.jpg,http://assets.myntassets.com/v1/images/style/properties/Red-Tape-Men-Casual-Shoes_6c7fee627b10b0ff5a2a9ecfcd3e4371_images.jpg
5433,3724,Women,Apparel,Topwear,Tshirts,Lee Women's Green T-shirt,1008,Spicy Dinner,141,3724.jpg,http://assets.myntassets.com/v1/images/style/properties/ef7fcd77b73dc1b4a238ad659c015d97_images.jpg
5434,30023,Women,Accessories,Watches,Watches,Kenneth Cole Women White Chronograph Watch,1472,Friend Random,1075,30023.jpg,http://assets.myntassets.com/v1/images/style/properties/5f58a00f5ac3cea4b091b837c0e45256_images.jpg
5435,27094,Women,Apparel,Topwear,Kurtas,Aneri Women Gazal Red Kurta,682,Friend Random,1425,27094.jpg,http://assets.myntassets.com/v1/images/style/properties/109f2ce896946a262f2f028126a88457_images.jpg
5436,10424,Women,Apparel,Topwear,Tshirts,United Colors of Benetton Women Red Polo T-shirt,1052,XYZ,742,10424.jpg,http://assets.myntassets.com/v1/images/style/properties/ca2e1f82ed5600cf7233fe581147d00e_images.jpg
